Lemma,Case,Number,Gender,Degree,Upos,Forms
gehen,Acc,Plur,Masc,Pos,ADJ,gegangene | gehende
gehen,Acc,Sing,Neut,Pos,ADJ,gegangene | gegangenes | gehende | gehendes
gehen,Acc,Sing,Fem,Pos,ADJ,gegangene | gehende
gehen,Acc,Sing,Masc,Pos,ADJ,gegangenen | gehenden
gehen,Dat,Sing,Fem,Pos,ADJ,gegangenen | gehenden
gehen,Dat,Sing,Masc,Pos,ADJ,gegangenen | gehenden
gehören,Dat,Sing,Fem,Pos,ADJ,gehörenden | gehörter
gehören,Acc,Sing,Fem,Pos,ADJ,gehörende | gehörte
geistig,Acc,Sing,Neut,Pos,ADJ,geistige | geistiges
geistig,Dat,Sing,Neut,Pos,ADJ,geistigem | geistigen
geistig,Acc,Plur,Fem,Pos,ADJ,geistige | geistigen
gelb,Acc,Plur,Fem,Pos,ADJ,gelbe | gelben
gelingen,Dat,Plur,Neut,Pos,ADJ,gelungene | gelungenen
gelingen,Acc,Sing,Neut,Pos,ADJ,gelungene | gelungenes
gelten,Acc,Plur,Fem,Pos,ADJ,geltende | geltenden
gelten,Acc,Sing,Neut,Pos,ADJ,geltende | geltendes
gelten,Dat,Sing,Neut,Pos,ADJ,geltendem | geltenden
gelten,Dat,Sing,Fem,Pos,ADJ,geltenden | geltender
gelten,Acc,Plur,Neut,Pos,ADJ,geltende | geltenden
gemeinnützig,Dat,Sing,Fem,Pos,ADJ,gemeinnützigen | gemeinnütziger
gemeinsam,Acc,Plur,Neut,Pos,ADJ,gemeinsame | gemeinsamen
gemeinsam,Dat,Sing,Masc,Pos,ADJ,gemeinsamem | gemeinsamen
gemeinsam,Dat,Sing,Fem,Pos,ADJ,gemeinsamen | gemeinsamer
gemeinsam,Acc,Sing,Neut,Pos,ADJ,gemeinsame | gemeinsames
gemeinsam,Acc,Plur,Fem,Pos,ADJ,gemeinsame | gemeinsamen
gemütlich,Acc,Sing,Neut,Pos,ADJ,gemütliche | gemütliches
genannt,Acc,Sing,Neut,Pos,ADJ,genannte | genanntes
genau,Acc,Plur,Fem,Cmp,ADJ,genauere | genaueren
genau,Dat,Sing,Fem,Pos,ADJ,genauen | genauer
genau,Dat,Sing,Masc,Pos,ADJ,genauen | genauer
genau,Acc,Sing,Neut,Pos,ADJ,genaue | genaues
genau,Acc,Sing,Fem,Pos,ADJ,genaue | nanometer-genaue
genau,Acc,Plur,Fem,Pos,ADJ,genaue | genauen
genau,Dat,Sing,Neut,Pos,ADJ,genauem | genauen
generell,Dat,Sing,Fem,Pos,ADJ,generelle | generellen
generieren,Dat,Plur,Fem,Pos,ADJ,computer-generierten | generierten
geografisch,Dat,Sing,Fem,Pos,ADJ,geografischen | geografischer
geometrisch,Dat,Sing,Fem,Pos,ADJ,geometrisch | geometrischen
gerecht,Acc,Sing,Fem,Pos,ADJ,gerechte | tv-gerechte
gerichtlich,Acc,Plur,Fem,Pos,ADJ,gerichtliche | gerichtlichen
gerichtlich,Dat,Sing,Masc,Pos,ADJ,gerichtlichem | gerichtlichen
gerichtlich,Dat,Sing,Fem,Pos,ADJ,gerichtlichen | gerichtlicher
gerichtlich,Acc,Sing,Neut,Pos,ADJ,gerichtliche | gerichtliches
gering,Dat,Sing,Fem,Pos,ADJ,geringen | geringer
gering,Dat,Sing,Masc,Pos,ADJ,geringem | geringen
gering,Acc,Sing,Neut,Pos,ADJ,geringe | geringes
gering,Dat,Sing,Neut,Cmp,ADJ,geringerem | geringeren
gering,Dat,Sing,Fem,Sup,ADJ,geringsten | geringster
gering,Dat,Sing,Neut,Pos,ADJ,geringem | geringen
gering,Dat,Sing,Masc,Cmp,ADJ,geringerem | geringeren
gering,Acc,Sing,Neut,Cmp,ADJ,geringere | geringeres
gering,Dat,Sing,Fem,Cmp,ADJ,geringeren | geringerer
gering,Acc,Plur,Fem,Cmp,ADJ,geringere | geringeren
gering,Acc,Plur,Fem,Pos,ADJ,geringe | geringen
gering,Acc,Plur,Masc,Pos,ADJ,geringe | geringen
gerufen,Acc,Sing,Neut,Pos,ADJ,gerufene | gerufenen
gesamt,Acc,Sing,Neut,Pos,ADJ,gesamt | gesamte | gesamtes
gesamt,Dat,Sing,Neut,Pos,ADJ,gesamtem | gesamten
gesamt,Dat,Sing,,Pos,ADJ,gesamtem | gesamten
gesamtwirtschaftlich,Dat,Sing,Fem,Pos,ADJ,gesamtwirtschaftlichen | gesamtwirtschaftlicher
geschlossen,Dat,Sing,Masc,Pos,ADJ,geschlossenem | geschlossenen
geschäftlich,Dat,Sing,Fem,Pos,ADJ,geschäftlichem | geschäftlichen | geschäftlicher
geschäftlich,Dat,Sing,Neut,Pos,ADJ,geschäftlichem | geschäftlichen
gesellschaftlich,Dat,Sing,Fem,Pos,ADJ,gesellschaftlichen | gesellschaftlicher
gesellschaftlich,Acc,Plur,Neut,Pos,ADJ,gesellschaftliche | gesellschaftlichen
gesellschaftlich,Acc,Sing,Neut,Pos,ADJ,gesellschaftliche | gesellschaftliches
gesetzlich,Acc,Plur,Fem,Pos,ADJ,gesetzliche | gesetzlichen
gesetzlich,Dat,Sing,Fem,Pos,ADJ,gesetzlichen | gesetzlicher
gesetzlich,Acc,Sing,Neut,Pos,ADJ,gesetzliche | gesetzliches
gesundheitlich,Acc,Plur,Neut,Pos,ADJ,gesundheitliche | gesundheitlichen
gesundheitlich,Acc,Plur,Fem,Pos,ADJ,gesundheitliche | gesundheitlichen
gewaltig,Dat,Sing,Masc,Pos,ADJ,gewaltigem | gewaltigen
gewaltig,Acc,Sing,Neut,Pos,ADJ,gewaltige | gewaltiges
gewaltig,Acc,Plur,Masc,Pos,ADJ,gewaltige | gewaltigen
gewerblich,Dat,Plur,Masc,Pos,ADJ,gewerblichen | nicht-gewerblichen
gewerkschaftlich,Acc,Sing,Fem,Pos,ADJ,anti-gewerkschaftliche | gewerkschaftliche
gewinnen,Acc,Plur,Fem,Pos,ADJ,gewonnene | gewonnenen
gewinnen,Dat,Plur,Neut,Pos,ADJ,gewinnenden | gewonnenen
gewiss,Dat,Sing,Fem,Pos,ADJ,gewissen | gewisser
gewiss,Dat,Sing,Masc,Pos,ADJ,gewissem | gewissen
gewiss,Dat,Sing,Neut,Pos,ADJ,gewissem | gewissen
gewiß,Acc,Sing,Fem,Pos,ADJ,gewisse | gewiße
gewohnt,Dat,Sing,Fem,Pos,ADJ,gewohnten | gewohnter
gewohnt,Dat,Sing,Masc,Pos,ADJ,gewohntem | gewohnten
gigantisch,Acc,Plur,Masc,Pos,ADJ,gigantische | gigantischen
gleich,Dat,Sing,Masc,Pos,ADJ,gleichem | gleichen
gleich,Acc,Sing,Neut,Pos,ADJ,gleiche | gleiches
gleich,Dat,Sing,Fem,Pos,ADJ,gleichen | gleicher
gleich,Dat,Sing,Neut,Pos,ADJ,gleichem | gleichen
gleich,Acc,Plur,Neut,Pos,ADJ,gleiche | gleichen
gleich,Acc,Plur,Fem,Pos,ADJ,gleiche | gleichen
gleich,Dat,Sing,,Pos,ADJ,gleichem | gleichen
gleichzeitig,Dat,Plur,Fem,Pos,ADJ,gleichzeitigen | gleichzeitiger
gleichzeitig,Dat,Sing,Masc,Pos,ADJ,gleichzeitigem | gleichzeitigen
gleichzeitig,Dat,Sing,Fem,Pos,ADJ,gleichzeitigen | gleichzeitiger
gleichzeitig,Acc,Sing,Neut,Pos,ADJ,gleichzeitige | gleichzeitiges
global,Dat,Sing,Fem,Pos,ADJ,globale | globalen | globaler
global,Acc,Sing,Neut,Pos,ADJ,globale | globales
global,Acc,Plur,Fem,Pos,ADJ,globale | globalen
gläsern,Dat,Sing,Masc,Pos,ADJ,gläsernem | gläsernen
glücken,Dat,Sing,Fem,Pos,ADJ,geglückten | geglückter
glücklich,Dat,Sing,Fem,Pos,ADJ,glücklichen | glücklicher
glücklich,Acc,Plur,Neut,Pos,ADJ,glückliche | glücklichen
golden,Acc,Sing,Neut,Pos,ADJ,goldene | goldenes
golden,Dat,Sing,Fem,Pos,ADJ,goldenen | goldener
grafisch,Dat,Sing,Fem,Pos,ADJ,grafischen | grafischer
grau,Dat,Sing,Masc,Pos,ADJ,grauem | grauen
gravieren,Acc,Sing,Fem,Pos,ADJ,gravierende | gravierte
grenzüberschreitend,Dat,Sing,Fem,Pos,ADJ,grenzüberschreitenden | grenzüberschreitender
grenzüberschreitend,Acc,Sing,Neut,Pos,ADJ,grenzüberschreitende | grenzüberschreitendes
grenzüberschreitend,Dat,Sing,Neut,Pos,ADJ,grenzüberschreitendem | grenzüberschreitenden
gross,Dat,Sing,Fem,Pos,ADJ,grossen | grosser
groß,Dat,Sing,Masc,Pos,ADJ,großem | großen
groß,Acc,Sing,Fem,Pos,ADJ,"7,7-mbyte-große | grosse | große"
groß,Dat,Sing,Fem,Sup,ADJ,größten | größter
groß,Dat,Sing,Neut,Pos,ADJ,große | großem | großen
groß,Acc,Sing,Masc,Pos,ADJ,grossen | großen
groß,Acc,Plur,Neut,Pos,ADJ,große | großen
groß,Acc,Plur,Fem,Cmp,ADJ,grössere | größere | größeren
groß,Dat,Sing,Fem,Pos,ADJ,großen | großer
groß,Acc,Plur,Masc,Cmp,ADJ,größere | größeren
groß,Dat,Sing,Neut,Cmp,ADJ,größerem | größeren
groß,Dat,Sing,Masc,Cmp,ADJ,größerem | größeren
groß,Dat,Sing,Masc,,PROPN,Grossen | Großen | großen
groß,Dat,Sing,Masc,Sup,ADJ,größtem | größten
groß,Acc,Plur,Fem,Pos,ADJ,große | großen
groß,Acc,Sing,Neut,Pos,ADJ,große | großes
groß,Acc,Plur,Masc,Pos,ADJ,große | großen
groß,Dat,Sing,Fem,Cmp,ADJ,größeren | größerer
groß,Dat,Plur,Fem,Pos,ADJ,grossen | große | großen
groß,Dat,Sing,Neut,Sup,ADJ,größtem | größten
groß,Acc,Sing,Neut,Cmp,ADJ,größere | größeres
groß,Dat,Sing,,Pos,ADJ,großem | großen
groß,Dat,Plur,Neut,Cmp,ADJ,größere | größeren
groß,Acc,Plur,Masc,Sup,ADJ,größte | größten
großzügig,Dat,Sing,Masc,Pos,ADJ,großzügigem | großzügigen
grundlegend,Acc,Plur,Fem,Pos,ADJ,grundlegende | grundlegenden
grundlegend,Dat,Sing,Fem,Pos,ADJ,grundlegenden | grundlegender
grundsätzlich,Dat,Sing,Fem,Pos,ADJ,grundsätzlichen | grundsätzlicher
grundsätzlich,Acc,Plur,Neut,Pos,ADJ,grundsätzliche | grundsätzlichen
größtmöglich,Dat,Sing,Fem,Pos,ADJ,grösstmöglichen | größtmöglicher
grün,Dat,Sing,Masc,Pos,ADJ,grünem | grünen
grün,Acc,Sing,Neut,Pos,ADJ,grüne | grünes
gründen,Dat,Sing,Fem,Pos,ADJ,gegründete | gegründeten
gründen,Acc,Sing,Masc,Pos,ADJ,gegründeten | gründenden
gründen,Acc,Sing,Neut,Pos,ADJ,gegründete | gegründetes | gründende
gründen,Acc,Sing,Fem,Pos,ADJ,gegründete | gründende
gut,Dat,Sing,Fem,Sup,ADJ,besten | bester
gut,Acc,Plur,Masc,Pos,ADJ,gute | guten
gut,Dat,Plur,Fem,Pos,ADJ,gute | guten
gut,Dat,Sing,Neut,Sup,ADJ,bestem | besten
gut,Acc,Sing,Neut,Cmp,ADJ,bessere | besseres
gut,Acc,Plur,Fem,Pos,ADJ,gute | guten
gut,Acc,Sing,Neut,Sup,ADJ,beste | bestes
gut,Dat,Sing,Masc,Pos,ADJ,gutem | guten
gut,Dat,Sing,Neut,Cmp,ADJ,besserem | besseren
gut,Dat,Sing,Fem,Pos,ADJ,guten | guter
gut,Acc,Sing,Neut,Pos,ADJ,gute | gutes
gut,Acc,Sing,Neut,,NOUN,Beste | besseres | gutes
gut,Dat,Plur,Masc,Pos,ADJ,gute | guten
gut,Dat,Sing,Masc,Sup,ADJ,bestem | besten
gut,Acc,Plur,Fem,Sup,ADJ,beste | besten
gut,Dat,Sing,Fem,Cmp,ADJ,bessere | besseren | besserer
gut,Acc,Plur,Neut,Pos,ADJ,gute | guten
gut,Dat,Sing,Neut,Pos,ADJ,gutem | guten
gut,Acc,Plur,Fem,Cmp,ADJ,bessere | besseren
gut,Dat,Sing,,Pos,ADJ,gutem | guten
gut,Acc,,,,NOUN,Beste | Gute | Gutes
gängig,Acc,Plur,Fem,Pos,ADJ,gängige | gängigen
gängig,Acc,Plur,Neut,Pos,ADJ,gängige | gängigen
gängig,Dat,Sing,Fem,Pos,ADJ,gängigen | gängiger
gültig,Acc,Sing,Neut,Pos,ADJ,gültige | gültiges
gültig,Acc,Plur,Fem,Pos,ADJ,gültige | gültigen
gültig,Dat,Sing,Fem,Pos,ADJ,gültigen | gültiger
günstig,Acc,Plur,Masc,Pos,ADJ,günstige | günstigen
günstig,Dat,Sing,Masc,Pos,ADJ,günstigem | günstigen
günstig,Acc,Plur,Masc,Cmp,ADJ,günstigere | günstigeren
günstig,Dat,Sing,Fem,Pos,ADJ,günstigen | günstiger
günstig,Acc,Plur,Neut,Pos,ADJ,günstige | günstigen
günstig,Acc,Sing,Neut,Cmp,ADJ,günstigere | günstigeres
halb,Acc,Sing,Neut,Pos,ADJ,halbe | halbes
halb,Dat,Sing,Fem,Pos,ADJ,halben | halber
halb,Dat,Sing,Masc,Pos,ADJ,halbem | halben
halb,Dat,Sing,Neut,Pos,ADJ,halbem | halben
halten,Acc,Sing,Masc,Pos,ADJ,gehaltenen | haltenden
halten,Dat,Sing,Fem,Pos,ADJ,gehaltenen | haltenden
handeln,Dat,Sing,Fem,Pos,ADJ,gehandelten | handelnden
handeln,Acc,Sing,Fem,Pos,ADJ,gehandelte | handelnde
handelsüblich,Dat,Sing,Fem,Pos,ADJ,handelsüblichen | handelsüblicher
handschriftlich,Dat,Sing,Fem,Pos,ADJ,handschriftlichen | handschriftlicher
handverlesen,Dat,Sing,Masc,Pos,ADJ,handverlesenem | handverlesenen
harmonisch,Acc,Sing,Neut,Pos,ADJ,harmonische | harmonisches
harsch,Dat,Sing,Fem,Pos,ADJ,harschen | harscher
hart,Acc,Plur,Fem,Pos,ADJ,harte | harten
hart,Dat,Sing,Fem,Pos,ADJ,harten | harter
hart,Dat,Sing,Masc,Pos,ADJ,hartem | harten
hart,Acc,Sing,Fem,Cmp,ADJ,härtere | härterer
hart,Dat,Sing,Neut,Pos,ADJ,hartem | harten
hauseigen,Dat,Sing,,Pos,ADJ,hauseigenem | hauseigenen
hauseigen,Dat,Sing,Masc,Pos,ADJ,hauseigenem | hauseigenen
heftig,Dat,Plur,Masc,Pos,ADJ,heftige | heftigen
heftig,Dat,Sing,Fem,Pos,ADJ,heftigen | heftiger
heftig,Dat,Sing,Masc,Pos,ADJ,heftigem | heftigen
heikel,Acc,Plur,Neut,Pos,ADJ,heikle | heiklen
heilig,Dat,Sing,Masc,,PROPN,Heiligen | heiligen
heilig,Dat,Sing,Fem,,PROPN,Heiligen | heiligen
heimisch,Dat,Sing,Neut,Pos,ADJ,heimischem | heimischen
heimisch,Dat,Sing,Fem,Pos,ADJ,heimischen | heimischer
heiß,Acc,Plur,Neut,Pos,ADJ,heiße | heißen
heiß,Acc,Plur,Masc,Pos,ADJ,heiße | heißen
heiß,Dat,Sing,Fem,Pos,ADJ,heißen | heißer
heiß,Acc,Sing,Neut,Pos,ADJ,heiße | heißes
herb,Acc,Plur,Masc,Pos,ADJ,herbe | herben
herkömmlich,Dat,Sing,Masc,Pos,ADJ,herkömmlichem | herkömmlichen
herkömmlich,Acc,Sing,Fem,Pos,ADJ,herkömmliche | herkömmlichen
herkömmlich,Dat,Sing,Fem,Pos,ADJ,herkömmlichen | herkömmlicher
herkömmlich,Acc,Plur,Fem,Pos,ADJ,herkömmliche | herkömmlichen
herkömmlich,Acc,Plur,Neut,Pos,ADJ,herkömmliche | herkömmlichen
herkömmlich,Acc,Sing,Neut,Pos,ADJ,herkömmliche | herkömmliches
herstellen,Acc,Plur,Neut,Pos,ADJ,hergestellte | hergestellten
hervorragen,Dat,Sing,Fem,Pos,ADJ,hervorragenden | hervorragender
hervorragen,Acc,Sing,Neut,Pos,ADJ,hervorragende | hervorragendes
heutig,Dat,Sing,Masc,Pos,ADJ,heutigem | heutigen
heutig,Dat,Sing,Fem,Pos,ADJ,heutigen | heutiger
heutig,Acc,Sing,Neut,Pos,ADJ,heutige | heutiges
heutig,Acc,Plur,Fem,Pos,ADJ,heutige | heutigen
heutig,Acc,Plur,Masc,Pos,ADJ,heutige | heutigen
heutig,Acc,Plur,Neut,Pos,ADJ,heutige | heutigen
historisch,Dat,Sing,Neut,Pos,ADJ,historischem | historischen
historisch,Dat,Sing,Fem,Pos,ADJ,historisch | historischen
historisch,Acc,Sing,Neut,Pos,ADJ,historische | historisches
hoch,Dat,Sing,Neut,Pos,ADJ,hohem | hohen
hoch,Acc,Plur,Fem,Pos,ADJ,hohe | hohen
hoch,Dat,Sing,Fem,Pos,ADJ,hohen | hoher
hoch,Dat,Sing,Masc,Pos,ADJ,hohem | hohen
hoch,Dat,Sing,Neut,Cmp,ADJ,höherem | höheren
hoch,Acc,Plur,Masc,Pos,ADJ,hohe | hohen
hoch,Acc,Plur,Neut,Pos,ADJ,hohe | hohen
hoch,Acc,Sing,Neut,Cmp,ADJ,höhere | höheres
hoch,Dat,Sing,Fem,Sup,ADJ,höchsten | höchster
hoch,Acc,Plur,Fem,Cmp,ADJ,höhere | höheren
hoch,Acc,Sing,Neut,Pos,ADJ,hohe | hohes
hoch,Dat,Sing,Fem,Cmp,ADJ,höheren | höherer
hoch,Dat,Sing,Masc,Cmp,ADJ,höherem | höheren
hoch,Acc,Plur,Masc,Cmp,ADJ,höhere | höheren
hochwertig,Acc,Plur,Masc,Pos,ADJ,hochwertige | hochwertigen
hochwertig,Dat,Sing,Fem,Pos,ADJ,hochwertigen | hochwertiger
holländisch,Dat,Plur,Masc,Pos,ADJ,holländische | holländischen
holländisch,Dat,Sing,Neut,Pos,ADJ,holländischem | holländischen
horrend,Acc,Plur,Fem,Pos,ADJ,horrende | horrenden
hosten,Acc,Plur,Fem,Pos,ADJ,gehostete | gehosteten
humanitär,Dat,Sing,Fem,Pos,ADJ,humanitären | humanitärer
hundertprozentig,Dat,Sing,Fem,Pos,ADJ,hundertprozentigen | hundertprozentiger
häufig,Acc,Plur,Fem,Pos,ADJ,häufige | häufigen
höchste,Dat,Sing,Fem,Pos,ADJ,höchsten | höchster
hüten,Acc,Sing,Neut,Pos,ADJ,gehütete | gehütetes
ich,Dat,Sing,,,PRON,mir | mit
ideal,Dat,Sing,Fem,Pos,ADJ,idealen | idealer
ihr,Dat,Sing,Masc,,DET,ihrem | ihren
ihr,Acc,Sing,Fem,,DET,ihre | ihrer
ihr,Dat,Plur,,,DET,ihre | ihren | ihrer
ihr,Dat,Sing,Fem,,DET,ihr | ihre | ihrer
ihr,Dat,Plur,,,PRON,euch | ihr
ihr,Acc,Plur,,,DET,ihre | ihren
ihr,Dat,,,,DET,ihr | ihren | ihrer
illegal,Dat,Sing,Masc,Pos,ADJ,illegalem | illegalen
illegal,Acc,Sing,Neut,Pos,ADJ,illegale | illegales
illegal,Dat,Sing,Neut,Pos,ADJ,illegalem | illegalen
illegal,Acc,Plur,Neut,Pos,ADJ,illegale | illegalen
illegal,Dat,Sing,Fem,Pos,ADJ,illegalen | illegaler
illegal,Acc,Plur,Masc,Pos,ADJ,illegale | illegalen
importieren,Acc,Plur,Masc,Pos,ADJ,importierte | importierten
importieren,Dat,Sing,Fem,Pos,ADJ,importierten | importierter
indirekt,Dat,Sing,Masc,Pos,ADJ,indirektem | indirekten
indisch,Dat,Sing,Neut,,PROPN,Indischen | indischen
indisch,Dat,Sing,Fem,Pos,ADJ,indischen | indischer
indisch,Dat,Sing,Neut,Pos,ADJ,indischem | indischen
individuell,Acc,Plur,Fem,Pos,ADJ,individuelle | individuellen
individuell,Dat,Sing,Fem,Pos,ADJ,individuellen | individueller
individuell,Acc,Sing,Neut,Pos,ADJ,individuelle | individuelles
individuell,Acc,Plur,Neut,Pos,ADJ,individuelle | individuellen
individuell,Dat,Plur,Neut,Pos,ADJ,individuellen | individueller
industriell,Dat,Sing,Fem,Pos,ADJ,industriellen | industrieller
inländisch,Dat,Sing,Neut,Pos,ADJ,inländischem | inländischen
inner,Acc,Plur,Masc,Pos,ADJ,innere | inneren
innere,Acc,Plur,Fem,Pos,ADJ,innere | inneren
innovativ,Acc,Sing,Fem,Pos,ADJ,innovative | innovativer
innovativ,Acc,Plur,Neut,Pos,ADJ,innovative | innovativen
innovativ,Acc,Plur,Fem,Pos,ADJ,innovative | innovativen
inoffiziell,Dat,Sing,Fem,Pos,ADJ,inoffiziellen | inoffizieller
installieren,Dat,Sing,,Pos,ADJ,installiertem | installierten
installieren,Dat,Sing,Neut,Pos,ADJ,installiertem | installierten
installieren,Dat,Sing,Masc,Pos,ADJ,installiertem | installierten
installieren,Acc,Plur,Neut,Pos,ADJ,installierte | installierten
installieren,Dat,Plur,Neut,Pos,ADJ,installierenden | installierten
installieren,Acc,Plur,Fem,Pos,ADJ,installierende | installierte | installierten
installieren,Acc,Plur,Masc,Pos,ADJ,installierte | installierten
institutionell,Dat,Sing,Fem,Pos,ADJ,institutionellen | institutioneller
integrieren,Dat,Sing,Masc,Pos,ADJ,integriertem | integrierten
integrieren,Dat,Sing,Fem,Pos,ADJ,integrierten | integrierter
integrieren,Acc,Plur,Fem,Pos,ADJ,integrierte | integrierten
integrieren,Acc,Sing,Neut,Pos,ADJ,integrierte | integriertes
integrieren,Dat,Sing,Neut,Pos,ADJ,integriertem | integrierten
integrieren,Dat,Sing,,Pos,ADJ,integriertem | integrierten
integrieren,Acc,Plur,Masc,Pos,ADJ,integrierte | integrierten
intellektuell,Dat,Sing,Neut,Pos,ADJ,intellektuellem | intellektuellen
intelligent,Dat,Sing,Neut,Pos,ADJ,intelligentem | intelligenten
intelligent,Acc,Sing,Neut,Pos,ADJ,intelligente | intelligentes
intelligent,Dat,Plur,Neut,Pos,ADJ,intelligente | intelligenten
intelligent,Dat,Sing,Fem,Pos,ADJ,intelligenten | intelligenter
intensiv,Dat,Sing,Fem,Pos,ADJ,intensiven | intensiver
intensiv,Dat,Sing,Neut,Pos,ADJ,intensivem | intensiven
interaktiv,Acc,Sing,Neut,Pos,ADJ,interaktive | interaktives
interaktiv,Dat,Sing,Neut,Pos,ADJ,interaktivem | interaktiven | interaktives
interaktiv,Dat,Sing,Masc,Pos,ADJ,interaktivem | interaktiven
interaktiv,Dat,Plur,Masc,Pos,ADJ,interaktive | interaktiven
interaktiv,Dat,Plur,Fem,Pos,ADJ,interaktive | interaktiven
interdisziplinär,Dat,Sing,Fem,Pos,ADJ,interdisziplinären | interdisziplinärer
interessant,Acc,Sing,Neut,Pos,ADJ,interessante | interessantes
interessant,Acc,Plur,Neut,Pos,ADJ,interessante | interessanten
interessieren,Dat,Sing,Fem,Pos,ADJ,interessierten | it-interessierten
intern,Acc,Sing,Neut,Pos,ADJ,interne | internes
intern,Dat,Sing,Fem,Pos,ADJ,amazon-internen | internen | interner
intern,Acc,Sing,Masc,Pos,ADJ,icann-internen | internen | microsoft-internen
intern,Acc,Plur,Fem,Pos,ADJ,interne | internen
intern,Acc,Sing,Fem,Pos,ADJ,interne | sap-interne
intern,Acc,Plur,Masc,Pos,ADJ,interne | internen
intern,Dat,Plur,Neut,Pos,ADJ,internen | microsoft-internen
intern,Dat,Sing,Neut,Pos,ADJ,internem | internen
intern,Dat,Sing,Masc,Pos,ADJ,internem | internen
intern,Acc,Plur,Neut,Pos,ADJ,interne | internen
international,Dat,Sing,Masc,Pos,ADJ,internationalem | internationalen
international,Acc,Plur,Fem,Pos,ADJ,internationale | internationalen
international,Dat,Plur,Fem,Pos,ADJ,internationale | internationalen
international,Acc,Sing,Neut,Pos,ADJ,internationale | internationales
international,Dat,Sing,Fem,Pos,ADJ,internationalen | internationaler
international,Dat,Sing,Neut,Pos,ADJ,internationalem | internationalen
international,Dat,Sing,,Pos,ADJ,internationalem | internationalen
international,Acc,Plur,Neut,Pos,ADJ,internationale | internationalen
international,Acc,Plur,Masc,Pos,ADJ,internationale | internationalen
irrsinnig,Dat,Sing,Fem,Pos,ADJ,irrsinnigen | irrsinniger
islamisch,Dat,Sing,Fem,Pos,ADJ,islamischen | islamischer
israelisch,Dat,Sing,Masc,Pos,ADJ,israelischem | israelischen
israelisch,Dat,Sing,Fem,Pos,ADJ,israelischen | pro-israelischen
israelisch,Dat,Plur,Masc,Pos,ADJ,israelischen | pro-israelischen
israelisch,Dat,Sing,Neut,Pos,ADJ,israelischen | mittel-israelischen
israelisch,Acc,Plur,Masc,Pos,ADJ,israelische | pro-israelische
italienisch,Dat,Sing,Neut,Pos,ADJ,italienischem | italienischen
italienisch,Acc,Sing,Masc,Pos,ADJ,italienisch | italienischen
italienisch,Dat,Plur,Masc,Pos,ADJ,italienische | italienischen
jahrelang,Dat,Sing,Fem,Pos,ADJ,jahrelangen | jahrelanger
japanisch,Dat,Sing,Fem,Pos,ADJ,japanischen | japanischer
japanisch,Dat,Sing,Neut,Pos,ADJ,japanische | japanischem | japanischen
japanisch,Dat,Plur,Masc,Pos,ADJ,japanische | japanischen
japanisch,Acc,Plur,Masc,Pos,ADJ,japanische | japanischen
japanisch,Dat,Sing,Masc,Pos,ADJ,japanischem | japanischen
japanisch,Dat,Sing,,Pos,ADJ,japanischem | japanischen
jeder,Acc,Sing,Masc,,DET,jede | jeden
jeder,Dat,Sing,Masc,,DET,jedem | jeden | jeder
jeder,Dat,Sing,Neut,,DET,jedem | jeden
jeder,Acc,Sing,,,DET,jeden | jedes
jemand,Acc,Sing,,,PRON,jemand | jemanden
jemand,Dat,Sing,,,PRON,jemand | jemandem | jemanden
jener,Dat,Sing,Masc,,DET,jenem | jenen
jener,Acc,,,,DET,jenen | jener
jener,Dat,,,,DET,jenem | jener
jetzig,Dat,Sing,Masc,Pos,ADJ,jetzigem | jetzigen
jeweilig,Acc,Plur,Fem,Pos,ADJ,jeweilige | jeweiligen
jeweilig,Dat,Sing,Neut,Pos,ADJ,jeweiligem | jeweiligen
jeweilig,Acc,Sing,Neut,Pos,ADJ,jeweilige | jeweiliges
journalistisch,Dat,Sing,Fem,Pos,ADJ,journalistischen | journalistischer
jung,Dat,Plur,Masc,Pos,ADJ,junge | jungen
jung,Acc,Plur,Masc,Pos,ADJ,junge | jungen
jung,Acc,Sing,Neut,Pos,ADJ,junge | junges
jung,Dat,Sing,Neut,Pos,ADJ,jungem | jungen
jung,Acc,Plur,Neut,Cmp,ADJ,jüngere | jüngeren
jung,Dat,Sing,Fem,Sup,ADJ,jüngsten | jüngster
jung,Acc,Plur,Fem,Sup,ADJ,jüngste | jüngsten
jung,Acc,Plur,Neut,Sup,ADJ,jüngste | jüngsten
jung,Acc,Plur,Fem,Pos,ADJ,junge | jungen
jung,Dat,Sing,Fem,Cmp,ADJ,jüngeren | jüngerer
juristisch,Acc,Plur,Neut,Pos,ADJ,juristische | juristischen
juristisch,Acc,Plur,Masc,Pos,ADJ,juristische | juristischen
juristisch,Dat,Sing,Masc,Pos,ADJ,juristischem | juristischen
juristisch,Dat,Sing,Fem,Pos,ADJ,juristischen | juristischer
juristisch,Acc,Sing,Neut,Pos,ADJ,juristische | juristisches
juristisch,Dat,Sing,Neut,Pos,ADJ,juristischem | juristischen
jährig,Acc,Sing,Fem,Pos,ADJ,20-jährige | 36-jährige | 50-jährige | jährige
jährig,Dat,Sing,Fem,Pos,ADJ,16-jährigen | 19-jährigen | 32-jährigen | 40-jährigen | 44-jährigen | 70-jährigen
jährig,Dat,Sing,Neut,Pos,ADJ,46-jährigen | 50-jährigen
