Lemma,Case,Number,Gender,Degree,Upos,Forms
Streaming-Netzwerk,Dat,Sing,Neut,,NOUN,Streaming-Netzwerk
Streaming-Player,Dat,Plur,Masc,,NOUN,Streaming-Playern
Streaming-Produkt,Acc,Plur,Neut,,NOUN,Streaming-Produkte
Streaming-Sektor,Dat,Sing,Masc,,NOUN,Streaming-Sektor
Streaming-Server,Acc,Sing,Masc,,NOUN,Streaming-Server
Streaming-Server,Dat,Sing,Masc,,NOUN,Streaming-Server
Streaming-Software,Acc,Sing,Fem,,NOUN,Streaming-Software
Streaming-Technik,Dat,Sing,Fem,,NOUN,Streaming-Technik
Streaming-Technik,Dat,Plur,Fem,,NOUN,Streaming-Techniken
Streaming-Technik,Acc,Sing,Fem,,NOUN,Streaming-Technik
Streaming-Verfahren,Dat,Sing,Neut,,NOUN,Streaming-Verfahren
Streaming-Video,Dat,Plur,Neut,,NOUN,Streaming-Videos
Streaming-Video-Kanal,Dat,Plur,Masc,,NOUN,Streaming-Video-Kanälen
Streaming-Übertragung,Acc,Plur,Fem,,NOUN,Streaming-Übertragungen
Streben,Acc,Sing,Neut,,NOUN,Streben
Streben,Dat,Sing,Neut,,NOUN,Streben
Streben,Acc,,,,NOUN,Streben
Streben,Dat,,,,NOUN,Streben
Strecke,Dat,Plur,Fem,,NOUN,Strecken
Strecke,Dat,Sing,Fem,,NOUN,Strecke
Strecke,Acc,Sing,Fem,,NOUN,Strecke
Strecke,Acc,Sing,Masc,,NOUN,Strecken
Strecke,Dat,Plur,Masc,,NOUN,Strecken
Strecke,Acc,Plur,Fem,,NOUN,Strecken
Strecken,Acc,Sing,Neut,,NOUN,Strecken
Streckenabschnitt,Dat,Sing,Masc,,NOUN,Streckenabschnitt
Streckenast,Acc,Sing,Masc,,NOUN,Streckenast
Streckenbeeinflussungsanlage,Dat,Plur,Fem,,NOUN,Streckenbeeinflussungsanlagen
Streckenbegrenzung,Acc,Sing,Fem,,NOUN,Streckenbegrenzung
Streckenberechnung,Dat,Sing,Fem,,NOUN,Streckenberechnung
Streckenbeschreibung,Acc,Sing,Fem,,NOUN,Streckenbeschreibung
Streckengleis,Dat,Sing,Neut,,NOUN,Streckengleis
Streckennetz,Acc,Sing,Neut,,NOUN,Streckennetz
Streckenverlängerung,Dat,Plur,Fem,,NOUN,Streckenverlängerungen
Street,Dat,,,,PROPN,Street
Street,Acc,Sing,Fem,,PROPN,Street
Street,Dat,Sing,Fem,,PROPN,Street
Street,Dat,Sing,Fem,,NOUN,Street
Streibl,Dat,Sing,Masc,,PROPN,Streibl
Streich,Acc,Plur,Masc,,NOUN,Streiche
Streich,Acc,Sing,Masc,,NOUN,Streich
Streich,Dat,Sing,Masc,,NOUN,Streich
Streich,Dat,,,,NOUN,Streich
Streicheleinheit,Dat,Plur,Fem,,NOUN,Streicheleinheiten
Streicheln,Dat,Sing,Neut,,NOUN,Streicheln
Streichen,Acc,Sing,Neut,,NOUN,Streichen
Streicherklang,Acc,Sing,Masc,,NOUN,Streicherklang
Streichholzschachtel,Acc,Sing,Fem,,NOUN,Streichholzschachtel
Streichholzschachtelformat,Dat,Sing,Neut,,NOUN,Streichholzschachtelformat
Streichung,Acc,Sing,Fem,,NOUN,Streichung
Streichung,Dat,Sing,Fem,,NOUN,Streichung
Streichung,Acc,Plur,Fem,,NOUN,Streichungen
Streife,Dat,Sing,Fem,,NOUN,Streife
Streife,Acc,Sing,Fem,,NOUN,Streife
Streifegehen,Acc,Sing,Neut,,NOUN,Streifegehen
Streifen,Dat,Sing,Masc,,PROPN,Streifen
Streifen,Dat,Sing,Masc,,NOUN,Streifen
Streifen,Acc,Plur,Masc,,NOUN,Streifen
Streifen,Acc,Sing,Masc,,NOUN,Streifen
Streifenwagen,Dat,Sing,Neut,,NOUN,Streifenwagen
Streifzug,Dat,Plur,Masc,,NOUN,Streifzügen
Streik,Dat,Plur,Masc,,NOUN,Streiks
Streik,Dat,Sing,Masc,,NOUN,Streik
Streik,Acc,Sing,Masc,,NOUN,Streik
Streik-Seite,Acc,Sing,Fem,,NOUN,Streik-Seite
Streikaufruf,Acc,Sing,Masc,,NOUN,Streikaufruf
Streikaufruf,Dat,Sing,Masc,,NOUN,Streikaufruf
Streikbeginn,Acc,Sing,Masc,,NOUN,Streikbeginn
Streikbeteiligung,Acc,Sing,Fem,,NOUN,Streikbeteiligung
Streikseite,Acc,Sing,Fem,,NOUN,Streikseite
Streit,Dat,Sing,Masc,,NOUN,Streit
Streit,Acc,Sing,Masc,,NOUN,Streit
Streit,Acc,,,,NOUN,Streit
Streiterei,Acc,Plur,Fem,,NOUN,Streitereien
Streiterei,Dat,Plur,Fem,,NOUN,Streitereien
Streitfall,Dat,Plur,Masc,,NOUN,Streitfällen
Streitfall,Dat,Sing,Masc,,NOUN,Streitfall
Streitfall,Acc,Sing,Masc,,NOUN,Streitfall
Streitfall,Acc,Plur,Masc,,NOUN,Streitfälle
Streitfrage,Dat,Sing,Fem,,PROPN,Streitfrage
Streitfrage,Dat,Plur,Fem,,NOUN,Streitfragen
Streitfrage,Acc,Plur,Fem,,NOUN,Streitfragen
Streitfrage,Acc,,,,NOUN,Streitfragen
Streitgegner,Acc,Sing,Masc,,NOUN,Streitgegner
Streitgespräch,Acc,Sing,Neut,,NOUN,Streitgespräch
Streitgespräch,Dat,Sing,Neut,,NOUN,Streitgespräch
Streithahn,Dat,Plur,Masc,,NOUN,Streithähnen
Streitigkeit,Acc,Plur,Fem,,NOUN,Streitigkeiten
Streitigkeit,Dat,Plur,Fem,,NOUN,Streitigkeiten
Streitkraft,Acc,Plur,Fem,,NOUN,Streitkräfte
Streitkraft,Acc,Sing,Fem,,NOUN,Streitkraft
Streitkraft,Dat,Plur,Fem,,NOUN,Streitkräften
Streitkräftereform,Dat,Sing,Fem,,NOUN,Streitkräftereform
Streitmacht,Acc,Sing,Fem,,NOUN,Streitmacht
Streitmacht,Dat,Sing,Fem,,NOUN,Streitmacht
Streitpartei,Acc,Plur,Fem,,NOUN,Streitparteien
Streitpartei,Dat,Plur,Fem,,NOUN,Streitparteien
Streitpunkt,Dat,Plur,Masc,,NOUN,Streitpunkten
Streitpunkt,Acc,Plur,Masc,,NOUN,Streitpunkte
Streitsache,Dat,Sing,Fem,,NOUN,Streitsache
Streitschlichtung,Dat,Sing,Fem,,NOUN,Streitschlichtung
Streitschlichtungsverfahren,Acc,Plur,Neut,,NOUN,Streitschlichtungsverfahren
Streitverfahren,Dat,Sing,Neut,,NOUN,Streitverfahren
Streitwert,Dat,Sing,Masc,,NOUN,Streitwert
Streitwert,Acc,Sing,Masc,,NOUN,Streitwert
Stress,Dat,Sing,Masc,,NOUN,Stress | Streß
Stress,Acc,Sing,Masc,,NOUN,Stress
Stress-Krankheit,Dat,Plur,Fem,,NOUN,Stress-Krankheiten
Stress-Situation,Dat,Plur,Fem,,NOUN,Stress-Situationen
Stressbelastung,Dat,Sing,Fem,,NOUN,Stressbelastung
Stresslokal,Acc,Sing,Neut,,NOUN,Stresslokal
Stresssymptom,Acc,Plur,Neut,,NOUN,Stresssymptome
Streubesitz,Dat,Sing,Masc,,NOUN,Streubesitz
Streufelder,Acc,Plur,Neut,,NOUN,Streufelder
Streuung,Acc,Sing,Fem,,NOUN,Streuung
Streuung,Acc,Plur,Fem,,NOUN,Streuungen
Streuung,Dat,Sing,Fem,,NOUN,Streuung
Streuungsverfahren,Acc,Sing,Neut,,NOUN,Streuungsverfahren
Streuverlust,Acc,Plur,Masc,,NOUN,Streuverluste
Streß,Acc,Plur,Masc,,NOUN,Stress
Streß,Acc,Sing,Masc,,NOUN,Stress
Streß-Belastbarkeit,Acc,Sing,Fem,,NOUN,Streß-Belastbarkeit
Strich,Acc,Sing,Masc,,NOUN,Strich
Strich,Dat,Plur,Masc,,NOUN,Strich
Strich,Dat,Sing,Masc,,NOUN,Strich
Strichcode,Acc,Plur,Masc,,NOUN,Strichcodes
Strichcode,Acc,Sing,Masc,,NOUN,Strichcode
Strichcode,Dat,Sing,Masc,,NOUN,Strichcode
Strichcode-Aufkleber,Acc,Sing,Masc,,NOUN,Strichcode-Aufkleber
Strichcode-Etikettierung,Dat,Sing,Fem,,NOUN,Strichcode-Etikettierung
Strichcodemuster,Acc,Sing,Neut,,NOUN,Strichcodemuster
Strichelung,Acc,Sing,Fem,,NOUN,Strichelung
Strick,Dat,Plur,Masc,,NOUN,Stricken
Strickmusterdiebstahl,Dat,Sing,Masc,,NOUN,Strickmusterdiebstahl
Strike,Acc,Sing,Masc,,NOUN,Strike
Strike,Dat,Sing,Masc,,PROPN,Strike
String,Acc,Sing,Masc,,NOUN,String
Stringtheorie,Dat,Sing,Fem,,NOUN,Stringtheorie
Stringverschiebung,Dat,Sing,Fem,,NOUN,Stringverschiebung
Strippe,Dat,Sing,Fem,,NOUN,Strippe
Strippenziehen,Dat,Sing,Neut,,NOUN,Strippenziehen
Strippenzieher,Dat,Plur,Masc,,NOUN,Strippenziehern
Stroh,Dat,Sing,Neut,,NOUN,Stroh
Strohboden,Acc,Sing,Masc,,NOUN,Strohboden
Strohhalm,Dat,Sing,Masc,,NOUN,Strohhalm
Strohmann,Acc,Plur,Masc,,NOUN,Strohmänner
Strom,Acc,Sing,Masc,,NOUN,Strom
Strom,Dat,Sing,Masc,,NOUN,Strom
Strom-Hausanschluß,Acc,Sing,Masc,,NOUN,Strom-Hausanschluss
Strom-Leitung,Acc,Plur,Fem,,NOUN,Strom-Leitungen
Strom-Markt,Dat,Sing,Masc,,NOUN,Strom-Markt
Strom-Netz,Acc,Sing,Neut,,NOUN,Strom-Netz
Strom-Transformator,Dat,Plur,Masc,,NOUN,Strom-Transformatoren
Stromabnahmevertrag,Dat,Sing,Masc,,NOUN,Stromabnahmevertrag
Stromabnehmer,Acc,Sing,Masc,,NOUN,Stromabnehmer
Stromanbieter,Dat,Sing,Masc,,NOUN,Stromanbieter
Stromanschluß,Dat,Sing,Masc,,NOUN,Stromanschluss
Stromanschluß,Acc,Sing,Masc,,NOUN,Stromanschluss
Stromaufnahme,Acc,Sing,Fem,,NOUN,Stromaufnahme
Stromaufnahme,Dat,Sing,Fem,,NOUN,Stromaufnahme
Stromausbeute,Acc,Sing,Fem,,NOUN,Stromausbeute
Stromausfall,Dat,Plur,Masc,,NOUN,Stromausfälle | Stromausfällen
Stromausfall,Dat,Sing,Masc,,NOUN,Stromausfall
Stromausfall,Acc,Sing,Masc,,NOUN,Stromausfall
Stromausfall,Acc,Plur,Masc,,NOUN,Stromausfälle
Strombedarf,Acc,Sing,Masc,,NOUN,Strombedarf
Strombedarf,Dat,Sing,Masc,,NOUN,Strombedarf
Strombelastbarkeit,Acc,Sing,Fem,,NOUN,Strombelastbarkeit
Stromboli,Dat,Sing,Neut,,PROPN,Stromboli
Stromdichte,Acc,Sing,Fem,,NOUN,Stromdichte
Stromdose,Dat,Sing,Fem,,NOUN,Stromdose
Stromeinsparung,Acc,Plur,Fem,,NOUN,Stromeinsparungen
Stromersparnis,Acc,Sing,Fem,,NOUN,Stromersparnis
Stromerzeugung,Dat,Sing,Fem,,NOUN,Stromerzeugung
Stromhunger,Acc,Sing,Masc,,NOUN,Stromhunger
Stromkabel,Acc,Sing,Neut,,NOUN,Stromkabel
Stromkabel,Dat,Sing,Neut,,NOUN,Stromkabel
Stromkabelnetz,Acc,Plur,Neut,,NOUN,Stromkabelnetze
Stromknappheit,Dat,Sing,Fem,,NOUN,Stromknappheit
Stromkonzern,Dat,Sing,Masc,,NOUN,Stromkonzern
Stromkosten,Acc,Plur,Neut,,NOUN,Stromkosten
Stromkreis,Dat,Sing,Masc,,NOUN,Stromkreis
Stromkreis,Acc,Sing,Masc,,NOUN,Stromkreis
Stromkunde,Dat,Plur,,,NOUN,Stromkunden
Stromleitung,Dat,Plur,Fem,,NOUN,Stromleitungen
Stromleitung,Acc,Plur,Fem,,NOUN,Stromleitungen
Stromleitung,Acc,Sing,Fem,,NOUN,Stromleitung
Stromlieferant,Acc,Sing,Masc,,NOUN,Stromlieferanten
Stromlieferant,Dat,Sing,Masc,,NOUN,Stromlieferanten
Strommast,Acc,Plur,Fem,,NOUN,Strommasten
Strommnetz,Dat,Sing,Neut,,NOUN,Strommnetz
Stromnetz,Dat,Sing,Neut,,NOUN,Stromnetz
Stromnetz,Acc,Sing,Neut,,NOUN,Stromnetz
Stromnetz,Acc,Plur,Neut,,NOUN,Stromnetze
Stromnetz,Dat,Plur,Neut,,NOUN,Stromnetzen
Stromnetzbetreiber,Dat,Sing,Masc,,NOUN,Stromnetzbetreiber
Strompanne,Dat,Sing,Fem,,NOUN,Strompanne
Stromproduzentin,Dat,Sing,Fem,,NOUN,Stromproduzentin
Stromquelle,Dat,Sing,Fem,,NOUN,Stromquelle
Stromrichtungen,Dat,Plur,Fem,,NOUN,Stromrichtungen
Stromschlag,Acc,Plur,Masc,,NOUN,Stromschläge
Stromschlag,Acc,Sing,Masc,,NOUN,Stromschlag
Stromschlag,Dat,Plur,Masc,,NOUN,Stromschlägen
Stromschwankung,Dat,Plur,Fem,,NOUN,Stromschwankungen
Stromspar-Chip,Dat,Plur,Masc,,NOUN,Stromspar-Chips
Stromspar-Funktion,Acc,Plur,Fem,,NOUN,Stromspar-Funktionen
Stromspar-Idee,Dat,Sing,Fem,,NOUN,Stromspar-Idee
Stromspar-Methode,Acc,Plur,Fem,,NOUN,Stromspar-Methoden
Stromspar-Technik,Acc,Sing,Fem,,NOUN,Stromspar-Technik
Stromsparbetrieb,Dat,Sing,Masc,,NOUN,Stromsparbetrieb
Stromsparen,Dat,Sing,Neut,,NOUN,Stromsparen
Stromsparfunktion,Acc,Plur,Fem,,NOUN,Stromsparfunktionen
Stromsparfunktion,Dat,Sing,Fem,,NOUN,Stromsparfunktion
Stromsparmodus,Dat,Sing,Masc,,NOUN,Stromsparmodus
Stromsparmodus,Acc,Sing,Masc,,NOUN,Stromsparmodus
Stromsparprozessor,Dat,Plur,Masc,,NOUN,Stromsparprozessoren
Stromspartechnik,Dat,Sing,Fem,,NOUN,Stromspartechnik
Stromspartechnik,Acc,Plur,Fem,,NOUN,Stromspartechniken
Stromspartechnik,Acc,Sing,Fem,,NOUN,Stromspartechnik
Stromsteckdose,Acc,Sing,Fem,,NOUN,Stromsteckdose
Stromstärke,Dat,Sing,Fem,,NOUN,Stromstärke
Stromtarifrechner,Acc,Sing,Masc,,NOUN,Stromtarifrechner
Stromtragfähigkeit,Acc,Sing,Fem,,NOUN,Stromtragfähigkeit
Stromunterbrechung,Dat,Plur,Fem,,NOUN,Stromunterbrechungen
Stromverbrauch,Acc,Sing,Masc,,NOUN,Stromverbrauch
Stromverbrauch,Dat,Sing,Masc,,NOUN,Stromverbrauch
Stromversorger,Dat,Sing,Masc,,NOUN,Stromversorger
Stromversorger,Dat,Plur,Masc,,NOUN,Stromversorgern
Stromversorger,Acc,Sing,Masc,,NOUN,Stromversorger
Stromversorgung,Dat,Sing,Fem,,NOUN,Stromversorgung
Stromversorgung,Acc,Sing,Fem,,NOUN,Stromversorgung
Stromversorgung,Dat,Plur,Fem,,NOUN,Stromversorgungen
Stromversorgungsfehler,Acc,Sing,Masc,,NOUN,Stromversorgungsfehler
Stromversorgungsgesellschaft,Dat,Sing,Fem,,NOUN,Stromversorgungsgesellschaft
Stromvertrag,Dat,Plur,Masc,,NOUN,Stromverträgen
Stromvertrag,Acc,Sing,Masc,,NOUN,Stromvertrag
Stromzufuhr,Acc,Sing,Fem,,NOUN,Stromzufuhr
Stromzähler,Acc,Sing,Masc,,NOUN,Stromzähler
Stromzähler,Dat,Sing,Masc,,NOUN,Stromzähler
StrongARM-110-Prozessor,Dat,Sing,Masc,,NOUN,StrongARM-110-Prozessor
StrongARM-CPU,Dat,Plur,Fem,,NOUN,StrongARM-CPUs
StrongARM-CPU,Dat,Sing,Fem,,NOUN,StrongARM-CPU
StrongARM-Prozessor,Dat,Plur,Masc,,NOUN,StrongARM-Prozessoren
StrongARM-Prozessor,Acc,Sing,Masc,,NOUN,StrongARM-Prozessor
StrongARM-Prozessor,Dat,Sing,Masc,,NOUN,StrongARM-Prozessor
StrongARM-Zug,Acc,Sing,Masc,,NOUN,StrongARM-Zug
StrongArm-CPU,Dat,Plur,Fem,,NOUN,StrongArm-CPUs
StrongArm-Chip,Dat,Sing,Masc,,NOUN,StrongArm-Chip
StrongArm-Kern,Dat,Sing,Masc,,NOUN,StrongArm-Kern
StrongArm-Prozessor,Dat,Sing,Masc,,NOUN,StrongArm-Prozessor
StrongArm-Risc-Prozessor,Dat,Sing,Masc,,NOUN,StrongArm-Risc-Prozessor
StrongArm-Technologie,Dat,Sing,Fem,,NOUN,StrongArm-Technologie
Strontium-Titanat-Kristall,Dat,Plur,,,NOUN,Strontium-Titanat-Kristallen
Stroux,Dat,Sing,Masc,,PROPN,Stroux
Struck,Dat,Sing,Masc,,PROPN,Struck
Strudel,Acc,Sing,Masc,,NOUN,Strudel
Struga,Dat,Sing,Neut,,PROPN,Struga
Strugazki,Dat,Sing,Masc,,PROPN,Strugazki
Struktur,Acc,Plur,Fem,,NOUN,Strukturen
Struktur,Dat,Plur,Fem,,NOUN,Strukturen
Struktur,Acc,Sing,Fem,,NOUN,Struktur
Struktur,Dat,Sing,Fem,,NOUN,Struktur
Strukturbereich,Acc,Sing,Masc,,NOUN,Strukturbereich
Strukturbreite,Dat,Plur,Fem,,NOUN,Strukturbreiten
Strukturbreite,Acc,Sing,Fem,,NOUN,Strukturbreite
Strukturbreite,Dat,Sing,Fem,,NOUN,Strukturbreite
Strukturbreite,Acc,Plur,Fem,,NOUN,Strukturbreiten
Strukturelement,Acc,Sing,Neut,,NOUN,Strukturelement
Strukturgröße,Dat,Plur,Fem,,NOUN,Strukturgrößen
Strukturgröße,Dat,Sing,Fem,,NOUN,Strukturgröße
Strukturgröße,Acc,Sing,Fem,,NOUN,Strukturgröße
Strukturierung,Dat,Sing,Fem,,NOUN,Strukturierung
Strukturreform,Acc,Sing,Fem,,NOUN,Strukturreform
Strukturverkleinerung,Dat,Sing,Fem,,NOUN,Strukturverkleinerung
Strukturvertrieb,Acc,Sing,Masc,,NOUN,Strukturvertrieb
Strukturwandel,Acc,Sing,Masc,,NOUN,Strukturwandel
Strukturwandel,Dat,Sing,Masc,,NOUN,Strukturwandel
Strunz,Dat,Sing,Neut,,PROPN,Strunz
Struppi,Acc,Sing,Masc,,PROPN,Struppi
Strychnin,Dat,Sing,Fem,,NOUN,Strychnin
Strání,Dat,Sing,Masc,,PROPN,Strání
Strümpf,Acc,,,,NOUN,Strümpfe
Stu,Dat,Sing,Masc,,PROPN,Stu
Stubbe,Dat,Sing,Masc,,PROPN,Stubbe
Stube,Dat,Sing,Fem,,NOUN,Stube
Stube,Acc,Sing,Fem,,NOUN,Stube
Stubentiger,Dat,Plur,Masc,,NOUN,Stubentigern
Stuck,Dat,Sing,Masc,,NOUN,Stuck
Studds,Dat,Sing,Masc,,PROPN,Studds
Student,Acc,Plur,Masc,,NOUN,Studenten
Student,Dat,Plur,Masc,,NOUN,Studenten
Student,Dat,Sing,Masc,,NOUN,Studenten
Student,Acc,Sing,Masc,,NOUN,Studenten
Studentenportal,Acc,Plur,Neut,,NOUN,Studentenportale
Studentenprotest,Dat,Plur,Masc,,NOUN,Studentenprotesten
Studentenpublikum,Acc,Sing,Neut,,NOUN,Studentenpublikum
Studententarif,Acc,Sing,Masc,,NOUN,Studententarif
Studentenverbindung,Dat,Plur,Fem,,NOUN,Studentenverbindungen
Studentenversion,Dat,Sing,Fem,,NOUN,Studentenversion
Studentenvertretung,Dat,Plur,Fem,,NOUN,Studentenvertretungen
Studentenwohnheim,Dat,Sing,Neut,,NOUN,Studentenwohnheim
Studentenzahl,Acc,Plur,Fem,,NOUN,Studentenzahlen
Studentenzeit,Dat,Sing,Fem,,NOUN,Studentenzeit
Studentin,Dat,Plur,Fem,,NOUN,Studentinnen
Studentin,Acc,Sing,Fem,,NOUN,Studentin
Studentin,Dat,Sing,Fem,,NOUN,Studentin
Studie,Acc,Plur,Fem,,NOUN,Studien
Studie,Dat,Sing,Fem,,NOUN,Studie
Studie,Dat,Plur,Fem,,NOUN,Studien
Studie,Acc,Sing,Fem,,NOUN,Studie
Studienabschluß,Dat,Plur,Masc,,NOUN,Studienabschlüssen
Studienabsolvent,Dat,Plur,Masc,,NOUN,Studienabsolventen
Studienanfänger,Dat,Plur,Masc,,NOUN,Studienanfängern
Studienaufenthalt,Acc,Sing,Masc,,NOUN,Studienaufenthalt
Studienbedingung,Acc,Plur,Fem,,NOUN,Studienbedingungen
Studienbeginn,Dat,Sing,Masc,,NOUN,Studienbeginn
Studienbeginner,Dat,Plur,,,NOUN,Studienbeginnern
Studienbetrieb,Acc,Sing,Masc,,NOUN,Studienbetrieb
Studienbewerber,Dat,Plur,Masc,,NOUN,Studienbewerbern
Studiendurchschnitt,Dat,Sing,Masc,,NOUN,Studiendurchschnitt
Studienentscheidung,Dat,Sing,Fem,,NOUN,Studienentscheidung
Studienergebnis,Dat,Sing,Neut,,NOUN,Studienergebnis
Studienfach,Acc,Sing,Neut,,NOUN,Studienfach
Studienfach,Dat,Sing,Neut,,NOUN,Studienfach
Studienfach,Dat,Plur,Neut,,NOUN,Studienfächern
Studienform,Acc,Sing,Fem,,NOUN,Studienform
Studienfächer,Dat,Plur,Masc,,NOUN,Studienfächern
Studiengang,Acc,Sing,Masc,,NOUN,Studiengang
Studiengang,Dat,Plur,Masc,,NOUN,Studiengängen
Studiengang,Acc,Plur,Masc,,NOUN,Studiengänge
Studiengang,Dat,Sing,Masc,,NOUN,Studiengang
Studiengebühr,Acc,Plur,Fem,,NOUN,Studiengebühren
Studieninformation,Dat,Plur,Fem,,NOUN,Studieninformationen
Studieninhalt,Acc,Plur,Masc,,NOUN,Studieninhalte
Studieninhalt,Dat,Plur,Masc,,NOUN,Studieninhalten
Studienjahr,Dat,Sing,Neut,,NOUN,Studienjahr
Studienkomitee,Dat,Sing,Neut,,NOUN,Studienkomitee
Studienkommittee,Acc,Sing,Neut,,NOUN,Studienkommittee
Studienplatz,Dat,Plur,Masc,,NOUN,Studienplätzen
Studienplatz,Acc,Sing,Masc,,NOUN,Studienplatz
Studienplatz,Acc,Plur,Masc,,NOUN,Studienplätze
Studienplatztauschbörse,Dat,Sing,Fem,,NOUN,Studienplatztauschbörse
Studienplatzvergabe,Dat,Sing,Fem,,NOUN,Studienplatzvergabe
Studienprogramm,Acc,Plur,Neut,,NOUN,Studienprogramme
Studienprogrammen,Dat,Plur,Neut,,NOUN,Studienprogrammen
Studienprojekt,Acc,Sing,Neut,,NOUN,Studienprojekt
Studienrat,Dat,Sing,Masc,,NOUN,Studienrat
Studienreihe,Dat,Sing,Fem,,NOUN,Studienreihe
Studienreise,Acc,Plur,Fem,,NOUN,Studienreisen
Studienstandort,Acc,Sing,Masc,,NOUN,Studienstandort
Studientipp,Dat,Plur,Masc,,NOUN,Studientipps
Studienvoraussetzung,Acc,Plur,Fem,,NOUN,Studienvoraussetzungen
Studienzeit,Dat,Sing,Fem,,NOUN,Studienzeit
Studienzeit,Acc,Sing,Fem,,NOUN,Studienzeit
Studienzwecke,Dat,Plur,Fem,,NOUN,Studienzwecken
Studierend,Dat,Plur,,,NOUN,Studierenden
Studierend,Acc,Plur,,,NOUN,Studierende | Studierenden
Studierneigung,Dat,Sing,Fem,,NOUN,Studierneigung
Studierneigung,Acc,Sing,Fem,,NOUN,Studierneigung
Studio,Acc,Sing,Neut,,NOUN,Studio
Studio,Dat,Sing,Neut,,PROPN,Studio
Studio,Dat,Sing,Neut,,NOUN,Studio
Studio,Dat,Plur,Neut,,PROPN,Studios
Studio,Acc,Plur,Neut,,NOUN,Studios
Studio,Dat,Plur,Neut,,NOUN,Studios
Studioalben,Acc,Plur,Fem,,NOUN,Studioalben
Studioalbum,Acc,Sing,Neut,,NOUN,Studioalbum
Studioalbum,Dat,Sing,Neut,,NOUN,Studioalbum
Studioproduktion,Dat,Plur,Fem,,NOUN,Studioproduktionen
Studire,Acc,,,,NOUN,Studiren
Studis,Dat,Plur,,,NOUN,Studis
Studium,Acc,Plur,Neut,,NOUN,Studien
Studium,Dat,Sing,Neut,,NOUN,Studium
Studium,Acc,Sing,Neut,,NOUN,Studium
Studium,Acc,Plur,Fem,,NOUN,Studien
Studium,Dat,Plur,Neut,,NOUN,Studien
Studium,Acc,,,,NOUN,Studium
Studnice,Acc,Sing,Fem,,PROPN,Studnice
Studnitz,Dat,Sing,Neut,,PROPN,Studnitz
Study,Dat,Sing,Masc,,PROPN,Study
Stufe,Acc,Sing,Fem,,NOUN,Stufe
Stufe,Acc,Plur,Fem,,NOUN,Stufen
Stufe,Acc,Plur,Fem,,PROPN,Stufen
Stufe,Dat,Sing,Fem,,NOUN,Stufe
Stufe,Dat,Plur,Fem,,NOUN,Stufen
Stufe,Acc,,,,NOUN,Stufe
Stufenleiter,Acc,Sing,Fem,,NOUN,Stufenleiter
Stufenpreismodell,Acc,Sing,Neut,,NOUN,Stufenpreismodell
StuffIt,Dat,,,,PROPN,StuffIt
Stuhl,Dat,Sing,Masc,,PROPN,Stuhl
Stuhl,Acc,Plur,Masc,,NOUN,Stühle
Stuhl,Dat,Plur,Masc,,NOUN,Stühlen
Stuhl,Dat,Sing,Masc,,NOUN,Stuhl
Stuhl,Acc,Sing,Masc,,NOUN,Stuhl
Stuhl,Dat,,,,NOUN,Stühlen
Stukkierung,Acc,Sing,Fem,,NOUN,Stukkierung
Stummschalten,Dat,Sing,Neut,,NOUN,Stummschalten
Stumpfe,Acc,Sing,,,PROPN,Stumpfe
Stunde,Acc,Sing,Fem,,NOUN,Stunde
Stunde,Dat,Sing,Fem,,NOUN,Stunde
Stunde,Acc,Plur,Fem,,NOUN,Stunden
Stunde,Dat,Plur,Fem,,NOUN,Stunden
Stundenbereich,Dat,Sing,Masc,,NOUN,Stundenbereich
Stundenkilometer,Dat,Plur,Masc,,NOUN,Stundenkilometern
Stundenlohn,Acc,Sing,Masc,,NOUN,Stundenlohn
Stundenlohn,Dat,Sing,Masc,,NOUN,Stundenlohn
Stundenplan,Dat,Plur,Masc,,NOUN,Stundenplänen
Stundenrhythmus,Dat,Sing,Masc,,NOUN,Stundenrhythmus
Sturm,Acc,Sing,Masc,,NOUN,Sturm
Sturm,Dat,Sing,Masc,,NOUN,Sturm
Sturm,Dat,Plur,Masc,,NOUN,Stürmen
Sturz,Acc,Sing,Masc,,NOUN,Sturz
Sturz,Dat,Sing,Masc,,NOUN,Sturz
Sturz,Dat,Plur,Masc,,NOUN,Stürzen
Sturzflug,Acc,Sing,Masc,,NOUN,Sturzflug
Sturzflug,Dat,Sing,Masc,,NOUN,Sturzflug
Stute,Acc,Sing,Fem,,NOUN,Stute
Stute,Dat,Plur,Fem,,NOUN,Stuten
Stuttgart,Dat,Sing,Neut,,PROPN,Stuttgart
Stuttgart,Dat,Sing,,,PROPN,Stuttgart
Stuttgartern,Dat,Plur,,,NOUN,Stuttgartern
Stutz,Dat,Sing,,,PROPN,Stutz
Styl,Dat,,,,NOUN,Styl
Styl,Acc,,,,NOUN,Styl
Style,Dat,Sing,,,PROPN,Style
Style-Sheet-Sprache,Acc,Sing,Fem,,NOUN,Style-Sheet-Sprache
Styleon,Dat,Sing,Masc,,PROPN,Styleon
Styleon.de,Dat,Sing,Neut,,PROPN,Styleon.de
Styrum,Acc,Sing,Neut,,PROPN,Styrum
Städtchen,Dat,Sing,Neut,,NOUN,Städtchen
Städtchen,Acc,Sing,Neut,,NOUN,Städtchen
Städte-Atlas,Acc,Sing,Masc,,NOUN,Städte-Atlas
Städtebund,Dat,Sing,Masc,,NOUN,Städtebund
Städtecharta,Acc,Sing,Fem,,NOUN,Städtecharta
