Lemma,Case,Number,Gender,Degree,Upos,Inflection,Forms
Software-Produkt,Dat,Plur,,,NOUN,,Software-Produkten:3
Software-Produzent,Dat,Sing,Masc,,NOUN,,Software-Produzenten:2
Software-Programm,Dat,Sing,Neut,,NOUN,,Software-Programm:2
Software-Projekt,Dat,Plur,,,NOUN,,Software-Projekten:1
Software-Projekt,Acc,Sing,Neut,,NOUN,,Software-Projekt:1
Software-Puritanismus,Dat,Sing,Masc,,NOUN,,Software-Puritanismus:1
Software-Qualität,Dat,Sing,Fem,,NOUN,,Software-Qualität:1
Software-Qualitätssicherung,Dat,Sing,Fem,,NOUN,,Software-Qualitätssicherung:1
Software-Rebell,Acc,Plur,,,NOUN,,Software-Rebellen:1
Software-Revision,Acc,Plur,,,NOUN,,Software-Revisionen:1
Software-Riese,Acc,Sing,Masc,,NOUN,,Software-Riesen:11
Software-Riese,Dat,Sing,Masc,,NOUN,,Software-Riesen:4
Software-Schiene,Acc,Sing,Fem,,NOUN,,Software-Schiene:1
Software-Schmiede,Dat,Sing,Fem,,NOUN,,Software-Schmiede:3
Software-Schnittstelle,Acc,Sing,Fem,,NOUN,,Software-Schnittstelle:1
Software-Seite,Dat,Sing,Fem,,NOUN,,Software-Seite:1
Software-Seite,Acc,Sing,Fem,,NOUN,,Software-Seite:1
Software-Server,Dat,Plur,,,NOUN,,Software-Servern:1
Software-Sicherheitslücke,Dat,Plur,,,NOUN,,Software-Sicherheitslücken:1
Software-Sicht,Dat,Sing,Fem,,NOUN,,Software-Sicht:1
Software-Spezialist,Dat,Plur,,,NOUN,,Software-Spezialisten:2
Software-Spezialist,Acc,Plur,,,NOUN,,Software-Spezialisten:1
Software-Spezialist,Dat,Sing,Masc,,NOUN,,Software-Spezialisten:1
Software-Stabilität,Dat,Sing,Fem,,NOUN,,Software-Stabilität:1
Software-Start-Up,Acc,Sing,Neut,,NOUN,,Software-Start-Up:1
Software-Strategie,Acc,Sing,Fem,,NOUN,,Software-Strategie:1
Software-Struktur,Acc,Sing,Fem,,NOUN,,Software-Struktur:1
Software-Suite,Acc,Sing,Fem,,NOUN,,Software-Suite:2
Software-Support,Acc,Sing,Masc,,NOUN,,Software-Support:1
Software-Tastatur,Acc,Sing,Fem,,NOUN,,Software-Tastatur:1
Software-Titel,Dat,Plur,,,NOUN,,Software-Titeln:1
Software-Tool,Dat,Plur,,,NOUN,,Software-Tools:1
Software-Umgebung,Acc,Sing,Fem,,NOUN,,Software-Umgebung:1
Software-Umgebung,Dat,Plur,,,NOUN,,Software-Umgebungen:1
Software-Umsatz,Dat,Plur,,,NOUN,,Software-Umsätzen:1
Software-Unternehmen,Acc,Sing,Neut,,NOUN,,Software-Unternehmen:6
Software-Unternehmen,Dat,Sing,Neut,,NOUN,,Software-Unternehmen:11
Software-Unternehmen,Dat,Plur,,,NOUN,,Software-Unternehmen:2
Software-Unterstützung,Acc,Sing,Fem,,NOUN,,Software-Unterstützung:2
Software-Unterstützung,Dat,Sing,Fem,,NOUN,,Software-Unterstützung:1
Software-Update,Acc,Plur,,,NOUN,,Software-Updates:3
Software-Update,Acc,Sing,Neut,,NOUN,,Software-Update:6
Software-Update,Dat,Plur,,,NOUN,,Software-Updates:1
Software-Upgrade,Acc,Sing,Neut,,NOUN,,Software-Upgrade:1
Software-Upgrade,Dat,Plur,,,NOUN,,Software-Upgrades:1
Software-Version,Dat,Sing,Fem,,NOUN,,Software-Version:1
Software-Version,Acc,Sing,Fem,,NOUN,,Software-Version:5
Software-Version,Acc,Plur,,,NOUN,,Software-Versionen:1
Software-Version,Dat,Plur,,,NOUN,,Software-Versionen:2
Software-Vertriebsfirma,Dat,Sing,Fem,,NOUN,,Software-Vertriebsfirma:1
Softwareaktualisierung,Acc,Sing,Fem,,NOUN,,Softwareaktualisierung:3
Softwareanbieter,Dat,Sing,Masc,,NOUN,,Softwareanbieter:2
Softwareanbieter,Acc,Sing,Masc,,NOUN,,Softwareanbieter:1
Softwareanbieter,Dat,Plur,,,NOUN,,Softwareanbietern:2
Softwareanforderung,Dat,Plur,,,NOUN,,Softwareanforderungen:1
Softwareangebot,Dat,Sing,Neut,,NOUN,,Softwareangebot:1
Softwareangebot,Acc,Plur,,,NOUN,,Softwareangebote:1
Softwareanwendung,Acc,Plur,,,NOUN,,Softwareanwendungen:1
Softwarearchitektur,Acc,Sing,Fem,,NOUN,,Softwarearchitektur:1
Softwareausstattung,Dat,Sing,Fem,,NOUN,,Softwareausstattung:3
Softwareausstattung,Acc,Sing,Fem,,NOUN,,Softwareausstattung:1
Softwarebaustein,Dat,Plur,,,NOUN,,Softwarebausteinen:1
Softwarebedarf,Dat,Sing,Masc,,NOUN,,Softwarebedarf:1
Softwarebeigabe,Dat,Plur,,,NOUN,,Softwarebeigaben:1
Softwarebeilage,Dat,Sing,Fem,,NOUN,,Softwarebeilage:1
Softwarebereich,Dat,Sing,Masc,,NOUN,,Softwarebereich:4
Softwarebereich,Acc,Sing,Masc,,NOUN,,Softwarebereich:1
Softwarebibliothek,Acc,Sing,Fem,,NOUN,,Softwarebibliothek:1
Softwarebranche,Dat,Sing,Fem,,NOUN,,Softwarebranche:5
Softwarebranche,Acc,Sing,Fem,,NOUN,,Softwarebranche:2
Softwaredieb,Dat,Plur,,,NOUN,,Softwaredieben:1
Softwaredienstleister,Acc,Plur,,,NOUN,,Softwaredienstleister:1
Softwareeinsatz,Acc,Sing,Masc,,NOUN,,Softwareeinsatz:1
Softwareeinstellung,Dat,Plur,,,NOUN,,Softwareeinstellungen:1
Softwareemulator,Acc,Sing,Masc,,NOUN,,Softwareemulator:1
Softwareentwickler,Dat,Plur,,,NOUN,,Softwareentwicklern:4
Softwareentwickler,Acc,Plur,,,NOUN,,Softwareentwickler:2
Softwareentwicklung,Dat,Sing,Fem,,NOUN,,Softwareentwicklung:7
Softwareentwicklung,Acc,Sing,Fem,,NOUN,,Softwareentwicklung:6
Softwareentwicklung,Acc,Plur,,,NOUN,,Softwareentwicklungen:2
Softwareentwicklungswerkzeug,Acc,Plur,,,NOUN,,Softwareentwicklungswerkzeuge:1
Softwarefehler,Dat,Sing,Masc,,NOUN,,Softwarefehler:1
Softwarefehler,Acc,Sing,Masc,,NOUN,,Softwarefehler:2
Softwarefirma,Dat,Plur,,,NOUN,,Softwarefirmen:5
Softwarefirma,Acc,Sing,Fem,,NOUN,,Softwarefirma:3
Softwarefirma,Acc,Plur,,,NOUN,,Softwarefirmen:1
Softwarefirma,Dat,Sing,Fem,,NOUN,,Softwarefirma:1
Softwaregeschäft,Acc,Sing,Neut,,NOUN,,Softwaregeschäft:1
Softwaregigant,Acc,Sing,Masc,,NOUN,,Softwaregiganten:7
Softwaregigant,Dat,Sing,Masc,,NOUN,,Softwaregiganten:5
Softwarehandel,Acc,Sing,Masc,,NOUN,,Softwarehandel:2
Softwarehaus,Dat,Sing,Neut,,NOUN,,Softwarehaus:11
Softwarehaus,Acc,Sing,Neut,,NOUN,,Softwarehaus:6
Softwarehaus,Dat,Plur,,,NOUN,,Softwarehäusern:2
Softwarehaus,Acc,Plur,,,NOUN,,Softwarehäuser:1
Softwarehersteller,Dat,Sing,Masc,,NOUN,,Softwarehersteller:10
Softwarehersteller,Acc,Sing,Masc,,NOUN,,Softwarehersteller:8
Softwarehersteller,Dat,Plur,,,NOUN,,Softwareherstellern:8
Softwarehersteller,Acc,Plur,,,NOUN,,Softwarehersteller:1
Softwarehändler,Acc,Sing,Masc,,NOUN,,Softwarehändler:1
Softwarehändler,Dat,Plur,,,NOUN,,Softwarehändlern:1
Softwareindustrie,Acc,Sing,Fem,,NOUN,,Softwareindustrie:3
Softwareingenieur,Dat,Plur,,,NOUN,,Softwareingenieuren:1
Softwareinstallation,Dat,Plur,,,NOUN,,Softwareinstallationen:1
Softwarekomponente,Dat,Plur,,,NOUN,,Softwarekomponenten:1
Softwarekomprimierung,Acc,Sing,Fem,,NOUN,,Softwarekomprimierung:1
Softwarekonfiguration,Acc,Sing,Fem,,NOUN,,Softwarekonfiguration:1
Softwarekonzern,Dat,Sing,Masc,,NOUN,,Softwarekonzern:7
Softwarekonzern,Acc,Sing,Masc,,NOUN,,Softwarekonzern:13
Softwareleistung,Dat,Sing,Fem,,NOUN,,Softwareleistung:1
Softwarelieferant,Dat,Plur,,,NOUN,,Softwarelieferanten:1
Softwarelizenz,Acc,Plur,,,NOUN,,Softwarelizenzen:2
Softwarelizenz,Dat,Plur,,,NOUN,,Softwarelizenzen:1
Softwarelösung,Acc,Plur,,,NOUN,,Softwarelösungen:2
Softwarelösung,Acc,Sing,Fem,,NOUN,,Softwarelösung:2
Softwarelösung,Dat,Sing,Fem,,NOUN,,Softwarelösung:2
Softwaremarkt,Dat,Sing,Masc,,NOUN,,Softwaremarkt:5
Softwaremarkt,Dat,Plur,,,NOUN,,Softwaremärkten:1
Softwarenutzung,Acc,Sing,Fem,,NOUN,,Softwarenutzung:1
Softwarenutzung,Dat,Sing,Fem,,NOUN,,Softwarenutzung:1
Softwarepaket,Dat,Sing,Neut,,NOUN,,Softwarepaket:5
Softwarepaket,Acc,Plur,,,NOUN,,Softwarepakete:2
Softwarepaket,Dat,Plur,,,NOUN,,Softwarepaketen:2
Softwarepaket,Acc,Sing,Neut,,NOUN,,Softwarepaket:6
Softwarepatent,Dat,Plur,,,NOUN,,Softwarepatenten:3
Softwarepatent,Acc,Plur,,,NOUN,,Softwarepatente:12
Softwarepatentierung,Acc,Sing,Fem,,NOUN,,Softwarepatentierung:2
Softwarepatentierung,Dat,Sing,Fem,,NOUN,,Softwarepatentierung:1
Softwarepflege,Acc,Sing,Fem,,NOUN,,Softwarepflege:1
Softwarepirat,Acc,Plur,,,NOUN,,Softwarepiraten:4
Softwarepiraten-Ring,Acc,Sing,Masc,,NOUN,,Softwarepiraten-Ring:1
Softwarepiraterie,Dat,Sing,Fem,,NOUN,,Softwarepiraterie:2
Softwarepiraterie,Acc,Sing,Fem,,NOUN,,Softwarepiraterie:1
Softwareplattform,Dat,Sing,Fem,,NOUN,,Softwareplattform:1
Softwareplattform,Acc,Sing,Fem,,NOUN,,Softwareplattform:1
Softwareproblem,Acc,Plur,,,NOUN,,Softwareprobleme:1
Softwareprodukt,Acc,Plur,,,NOUN,,Softwareprodukte:2
Softwareprodukt,Dat,Plur,,,NOUN,,Softwareprodukten:4
Softwareproduktion,Acc,Sing,Fem,,NOUN,,Softwareproduktion:2
Softwareproduzent,Dat,Sing,Masc,,NOUN,,Softwareproduzenten:2
Softwareprogramen,Dat,Sing,Neut,,NOUN,,Softwareprogramen:1
Softwareprogramm,Dat,Plur,,,NOUN,,Softwareprogrammen:1
Softwareprojekt,Dat,Sing,Neut,,NOUN,,Softwareprojekt:1
Softwareprojekt,Dat,Plur,,,NOUN,,Softwareprojekten:1
Softwareprozeß,Dat,Plur,,,NOUN,,Softwareprozessen:1
Softwarerecht,Acc,Sing,Neut,,NOUN,,Softwarerecht:1
Softwareriese,Acc,Sing,Masc,,NOUN,,Softwareriesen:10
Softwareriese,Dat,Sing,Masc,,NOUN,,Softwareriesen:4
Softwareschaden,Dat,Plur,,,NOUN,,Softwareschäden:1
Softwareschlacht,Dat,Sing,Fem,,NOUN,,Softwareschlacht:1
Softwareschmiede,Dat,Sing,Fem,,NOUN,,Softwareschmiede:5
Softwareschnittstelle,Acc,Plur,,,NOUN,,Softwareschnittstellen:1
Softwareschulung,Dat,Plur,,,NOUN,,Softwareschulungen:1
Softwareseite,Dat,Sing,Fem,,NOUN,,Softwareseite:2
Softwaresektor,Dat,Sing,Masc,,NOUN,,Softwaresektor:1
Softwaresupport,Acc,Sing,Masc,,NOUN,,Softwaresupport:1
Softwaresystem,Acc,Plur,,,NOUN,,Softwaresysteme:1
Softwaresystem,Dat,Sing,Neut,,NOUN,,Softwaresystem:1
Softwaretechnik,Acc,Plur,,,NOUN,,Softwaretechniken:1
Softwaretechnik,Acc,Sing,Fem,,NOUN,,Softwaretechnik:1
Softwaretitel,Dat,Plur,,,NOUN,,Softwaretiteln:1
Softwaretool,Dat,Plur,,,NOUN,,Softwaretools:1
Softwaretool-Produzent,Acc,Sing,Masc,,NOUN,,Softwaretool-Produzenten:1
Softwareumfeld,Dat,Sing,Neut,,NOUN,,Softwareumfeld:1
Softwareunternehmen,Acc,Sing,Neut,,NOUN,,Softwareunternehmen:5
Softwareunternehmen,Dat,Sing,Neut,,NOUN,,Softwareunternehmen:2
Softwareunternehmen,Acc,Plur,,,NOUN,,Softwareunternehmen:2
Softwareunternehmen,Dat,Plur,,,NOUN,,Softwareunternehmen:2
Softwareupdate,Dat,Sing,Neut,,NOUN,,Softwareupdate:1
Softwareverband,Dat,Sing,Masc,,NOUN,,Softwareverband:1
Softwareverkauf,Acc,Sing,Masc,,NOUN,,Softwareverkauf:1
Softwareverkauf,Dat,Sing,Masc,,NOUN,,Softwareverkauf:1
Softwareverkauf,Dat,Plur,,,NOUN,,Softwareverkäufen:1
Softwareversion,Acc,Plur,,,NOUN,,Softwareversionen:1
Softwareversion,Dat,Sing,Fem,,NOUN,,Softwareversion:1
Softwareverwaltung,Acc,Sing,Fem,,NOUN,,Softwareverwaltung:2
Sofware,Dat,Sing,Fem,,NOUN,,Sofware:1
Sofware-Experte,Acc,Plur,,,NOUN,,Sofware-Experten:1
Sog,Dat,Sing,Masc,,NOUN,,Sog:3
Sohan,Acc,Sing,Masc,,PROPN,,Sohan:1
Sohle,Acc,Sing,Fem,,NOUN,,Sohle:1
Sohn,Acc,Sing,Masc,,NOUN,,Sohn:21
Sohn,Dat,Plur,,,NOUN,,Söhnen:7
Sohn,Dat,Sing,Masc,,NOUN,,Sohn:10
Sohn,Acc,Plur,,,NOUN,,Söhne:4
Sojourner-Team,Dat,Sing,Neut,,NOUN,,Sojourner-Team:1
Sojus,Dat,Sing,Masc,,PROPN,,Sojus:1
Sokolov,Dat,Sing,Neut,,PROPN,,Sokolov:3
Sokrat,Acc,,,,NOUN,,Sokrates:1
Sokrates-Startkonferenz,Acc,Sing,Fem,,NOUN,,Sokrates-Startkonferenz:1
Solano-Chipsatz,Dat,Sing,Masc,,NOUN,,Solano-Chipsatz:4
Solano-Vertreter,Dat,Plur,,,NOUN,,Solano-Vertretern:1
Solano-i815-Board,Dat,Sing,Neut,,NOUN,,Solano-i815-Board:1
Solanum,Acc,Sing,Neut,,PROPN,,Solanum:1
Solanum,Dat,Sing,Masc,,NOUN,,Solanum:1
Solaranlage,Dat,Plur,,,NOUN,,Solaranlagen:1
Solaranlage,Acc,Plur,,,NOUN,,Solaranlagen:1
Solarenergie,Dat,Sing,Fem,,NOUN,,Solarenergie:1
Solarenergiezelle,Dat,Plur,,,NOUN,,Solarenergiezellen:1
Solarie,Acc,Plur,,,NOUN,,Solarien:1
Solaris,Dat,Sing,Masc,,PROPN,,Solaris:1
Solaris,Acc,Sing,,,PROPN,,Solaris:48
Solaris,Dat,Sing,,,PROPN,,Solaris:42
Solaris-Basis,Dat,Sing,Fem,,NOUN,,Solaris-Basis:1
Solaris-Betriebssystem,Dat,Sing,Neut,,NOUN,,Solaris-Betriebssystem:1
Solaris-Company,Dat,,,,PROPN,,Solaris-Company:1
Solaris-Server,Dat,Sing,Masc,,NOUN,,Solaris-Server:1
Solaris-System,Dat,Plur,,,NOUN,,Solaris-Systemen:1
Solaris-Version,Dat,Sing,Fem,,NOUN,,Solaris-Version:1
Solaris-Version,Acc,Sing,Fem,,NOUN,,Solaris-Version:3
Solaris/Intel,Acc,Sing,,,PROPN,,Solaris/Intel:1
Solaris/Intel,Dat,Sing,,,PROPN,,Solaris/Intel:1
Solarpanel,Dat,Sing,Neut,,NOUN,,Solarpanel:1
Solarschirm,Acc,Plur,,,NOUN,,Solarschirme:1
Solarstrom,Acc,Sing,Masc,,NOUN,,Solarstrom:1
Solarzelle,Dat,Plur,,,NOUN,,Solarzellen:5
Solarzelle,Dat,Sing,Fem,,NOUN,,Solarzelle:2
Solarzelle,Acc,Plur,,,NOUN,,Solarzellen:2
Solarzellenstoff,Dat,Sing,Masc,,NOUN,,Solarzellenstoff:1
Sold,Acc,Sing,Masc,,NOUN,,Sold:1
Soldat,Dat,Plur,,,NOUN,,Soldaten:10
Soldat,Acc,Plur,,,NOUN,,Soldaten:9 | Soldante:1
Soldat,Dat,Sing,Masc,,NOUN,,Soldaten:2
Soldat,Acc,Sing,Masc,,NOUN,,Soldaten:1
Soldatenlektüre,Dat,Sing,Fem,,NOUN,,Soldatenlektüre:1
Soldatenverbänden,Dat,Plur,,,NOUN,,Soldatenverbänden:1
Solderhöhung,Dat,Sing,Fem,,NOUN,,Solderhöhung:1
Soleleitung,Acc,Sing,Fem,,NOUN,,Soleleitung:1
Solesmes,Dat,Sing,Neut,,PROPN,,Solesmes:1
Solid-State-Diktiergerät,Dat,Plur,,,NOUN,,Solid-State-Diktiergeräten:1
Solid-State-Player,Acc,Plur,,,NOUN,,Solid-State-Player:1
Solidarität,Acc,Sing,Fem,,NOUN,,Solidarität:1
Solidarität,Dat,Sing,Fem,,NOUN,,Solidarität:2
Solidaritätsgruppe,Dat,Sing,Fem,,NOUN,,Solidaritätsgruppe:1
Solidaritätskonzert,Acc,Sing,Neut,,NOUN,,Solidaritätskonzert:1
Solidaritätsschreiben,Dat,Sing,Neut,,NOUN,,Solidaritätsschreiben:1
Solidarnosc,Acc,Sing,Masc,,PROPN,,Solidarnosc:1
Solidere,Dat,Sing,Fem,,PROPN,,Solidere:2
Solingen,Acc,Sing,Neut,,PROPN,,Solingen:1
Solist,Dat,Sing,Masc,,NOUN,,Solisten:1
Soll,Acc,Sing,Neut,,NOUN,,Soll:2
Soll,Dat,Sing,Neut,,NOUN,,Soll:1
Soll-Wert,Dat,Plur,,,NOUN,,Soll-Werten:1
Sollbetrag,Dat,Plur,,,NOUN,,Sollbeträgen:1
Sollefteå,Dat,Sing,Neut,,PROPN,,Sollefteå:1
Sollen,Dat,,,,NOUN,,Sollen:1
Sollgröße,Acc,Sing,Fem,,NOUN,,Sollgröße:1
Solling,Dat,Sing,Masc,,PROPN,,Solling:1
Solms-Wildenfels,Dat,Sing,,,PROPN,,Solms-Wildenfels:1
Solo,Acc,Plur,,,NOUN,,Soli:1
Solo,Dat,Plur,,,NOUN,,Solo:1
Solo,Acc,Sing,Neut,,NOUN,,Solo:1
Solo2-Prozessor,Dat,Sing,Masc,,NOUN,,Solo2-Prozessor:1
Soloalbum,Acc,Sing,Neut,,NOUN,,Soloalbum:1
Soloff,Dat,Sing,Masc,,PROPN,,Soloff:1
Solomon,Acc,Sing,,,PROPN,,Solomon:1
Solopoint,Dat,Sing,,,PROPN,,Solopoint:3
Soloprogramm,Dat,Sing,Neut,,NOUN,,Soloprogramm:1
Soloprojekt,Acc,Sing,Neut,,NOUN,,Soloprojekt:1
Solostimme,Acc,Plur,,,NOUN,,Solostimmen:1
Solothurn,Dat,Sing,Masc,,PROPN,,Solothurn:1
Solvenz,Dat,Sing,Fem,,NOUN,,Solvenz:1
Somali,Dat,Plur,,,PROPN,,Somali:1
Somlóvár,Dat,Sing,Masc,,PROPN,,Somlóvár:1
Somm,Dat,,,,PROPN,,Somm:1
Somm-Urteil,Dat,Sing,Neut,,NOUN,,Somm-Urteil:2
Somme,Dat,Sing,,,PROPN,,Somme:1
Sommer,Dat,Sing,Masc,,NOUN,,Sommer:293
Sommer,Acc,Sing,Masc,,NOUN,,Sommer:27
Sommer,Dat,Plur,,,NOUN,,Sommern:1
Sommer,Dat,Sing,Masc,,PROPN,,Sommer:2
Sommer,Acc,Sing,Neut,,PROPN,,Sommer:1
Sommer,Acc,Plur,,,NOUN,,Sommer:5
Sommer,Dat,Sing,,,PROPN,,Sommer:2
Sommer-Hacktreff,Dat,Sing,Neut,,NOUN,,Sommer-Hacktreff:1
Sommerakademie,Dat,Plur,,,NOUN,,Sommerakademien:1
Sommeraktion,Dat,Sing,Fem,,NOUN,,Sommeraktion:1
Sommerbier,Dat,Sing,Masc,,NOUN,,Sommerbier:1
Sommerfelde,Dat,Sing,Neut,,PROPN,,Sommerfelde:1
Sommerferien,Dat,Plur,,,NOUN,,Sommerferien:1
Sommergeschäft,Acc,Sing,Neut,,NOUN,,Sommergeschäft:1
Sommerhaus,Acc,Plur,,,NOUN,,Sommerhäuser:1
Sommerhaus,Acc,Sing,Neut,,NOUN,,Sommerhaus:1
Sommerlatt,Dat,Sing,Masc,,PROPN,,Sommerlatt:1
Sommerloch,Dat,Sing,Neut,,NOUN,,Sommerloch:3
Sommerloch,Acc,Sing,Neut,,NOUN,,Sommerloch:5
Sommerloch,Dat,Plur,,,NOUN,,Sommerlöchern:1
Sommerloch-Bericht,Dat,Plur,,,NOUN,,Sommerloch-Berichten:1
Sommerloch-Tag,Dat,Plur,,,NOUN,,Sommerloch-Tagen:1
Sommerloch-Thema,Acc,Sing,Neut,,NOUN,,Sommerloch-Thema:1
Sommerloch-Wurm,Acc,Sing,Masc,,NOUN,,Sommerloch-Wurm:1
Sommermonat,Acc,Sing,Fem,,NOUN,,Sommermonate:1
Sommermonat,Acc,Plur,,,NOUN,,Sommermonate:1
Sommermonat,Dat,Plur,,,NOUN,,Sommermonaten:2
Sommerparty,Dat,Sing,Fem,,NOUN,,Sommerparty:1
Sommerparty-Ratschlag,Acc,Sing,Masc,,NOUN,,Sommerparty-Ratschlag:1
Sommerpause,Dat,Sing,Fem,,NOUN,,Sommerpause:10
Sommerregen,Acc,Sing,Masc,,NOUN,,Sommerregen:1
Sommerreifen,Acc,Plur,,,NOUN,,Sommerreifen:1
Sommerresidenz,Dat,Sing,Fem,,NOUN,,Sommerresidenz:1
Sommerschlussverkauf,Dat,Sing,Masc,,NOUN,,Sommerschlussverkauf:1
Sommersemester,Dat,Sing,Masc,,NOUN,,Sommersemester:2
Sommersemester,Dat,Sing,Neut,,NOUN,,Sommersemester:2
Sommersonne,Dat,Sing,Fem,,NOUN,,Sommersonne:1
Sommersonnenwende,Dat,Sing,Fem,,NOUN,,Sommersonnenwende:1
Sommerspiel,Dat,Plur,,,PROPN,,Sommerspielen:1
Sommerspiel,Acc,Plur,,,NOUN,,Sommerspiele:1
Sommertag,Dat,Plur,,,NOUN,,Sommertagen:1
Sommertemperatur,Dat,Plur,,,NOUN,,Sommertemperaturen:1
Sommerzeit,Acc,Sing,Fem,,NOUN,,Sommerzeit:2
Sommperpause,Dat,Sing,Fem,,NOUN,,Sommperpause:1
Sonarsystem,Dat,Plur,,,NOUN,,Sonarsystemen:1
Sonate,Dat,Plur,,,PROPN,,Sonaten:1
Sonate,Acc,Plur,,,NOUN,,Sonaten:1
Sonatenrondo,Acc,Sing,Neut,,NOUN,,Sonatenrondo:1
Sonatensatzform,Dat,Sing,Fem,,NOUN,,Sonatensatzform:2
Sonde,Dat,Sing,Fem,,NOUN,,Sonde:2
Sonder-Eintrittskarte,Dat,Sing,Fem,,NOUN,,Sonder-Eintrittskarte:1
Sonderabgabe,Acc,Sing,Fem,,NOUN,,Sonderabgabe:1
Sonderabschreibung,Acc,Plur,,,NOUN,,Sonderabschreibungen:1
Sonderaktion,Acc,Sing,Fem,,NOUN,,Sonderaktion:2
Sonderaktion,Dat,Sing,Fem,,NOUN,,Sonderaktion:3
Sonderaktion,Dat,Plur,,,NOUN,,Sonderaktionen:6
Sonderangebot,Dat,Sing,Neut,,NOUN,,Sonderangebot:5 | Sonderangebote:1
Sonderangebot,Dat,Plur,,,NOUN,,Sonderangeboten:3
Sonderangebot,Acc,Plur,,,NOUN,,Sonderangebote:2
Sonderangebots-Paket,Dat,Plur,,,NOUN,,Sonderangebots-Paketen:1
Sonderaufwendung,Dat,Plur,,,NOUN,,Sonderaufwendungen:4
Sonderaufwendung,Acc,Plur,,,NOUN,,Sonderaufwendungen:1
Sonderausgabe,Dat,Plur,,,NOUN,,Sonderausgaben:4
Sonderausgabe,Acc,Plur,,,NOUN,,Sonderausgaben:5
Sonderausgabe,Dat,Sing,Fem,,NOUN,,Sonderausgabe:1
Sonderauslosung,Dat,Plur,,,NOUN,,Sonderauslosungen:1
Sonderausschuß,Acc,Sing,Masc,,NOUN,,Sonderausschuss:1
Sonderausschuß,Dat,Sing,Masc,,NOUN,,Sonderausschuss:1
Sonderausstellung,Acc,Plur,,,NOUN,,Sonderausstellungen:1
Sonderausstellung,Dat,Sing,Fem,,NOUN,,Sonderausstellung:2
Sonderausstellung,Acc,Sing,Fem,,NOUN,,Sonderausstellung:1
Sonderbelastung,Dat,Plur,,,NOUN,,Sonderbelastungen:4
Sonderbelastung,Acc,Plur,,,NOUN,,Sonderbelastungen:3
Sonderbelastung,Acc,Sing,Fem,,NOUN,,Sonderbelastung:2
Sonderbesteuerung,Dat,Sing,Fem,,NOUN,,Sonderbesteuerung:1
Sonderbonus,Dat,Sing,Masc,,NOUN,,Sonderbonus:1
Sonderburg,Dat,Sing,Neut,,PROPN,,Sonderburg:2
Sonderdienst,Acc,Sing,Masc,,NOUN,,Sonderdienst:1
Sonderdienst,Dat,Plur,,,NOUN,,Sonderdiensten:1
Sonderedition,Acc,Sing,Fem,,NOUN,,Sonderedition:1
Sondereffekt,Dat,Plur,,,NOUN,,Sondereffekten:1
Sondereffekt,Acc,Plur,,,NOUN,,Sondereffekte:1
Sondereinfluß,Dat,Plur,,,NOUN,,Sondereinflüssen:2
Sondereinfluß,Acc,Plur,,,NOUN,,Sondereinflüsse:2
Sondereinheit,Acc,Sing,Fem,,NOUN,,Sondereinheit:1
Sondereinnahme,Acc,Plur,,,NOUN,,Sondereinnahmen:5
Sondereinnahme,Dat,Plur,,,NOUN,,Sondereinnahmen:1
Sondereinnahme,Acc,Sing,Fem,,NOUN,,Sondereinnahme:1
Sonderentwicklung,Dat,Plur,,,NOUN,,Sonderentwicklungen:1
Sonderermittlungsgruppe,Dat,Sing,Fem,,NOUN,,Sonderermittlungsgruppe:1
Sonderertrag,Acc,Plur,,,NOUN,,Sondererträge:1
Sonderfaktor,Dat,Plur,,,NOUN,,Sonderfaktoren:11
Sonderfaktor,Acc,Sing,Masc,,NOUN,,Sonderfaktor:1
Sonderfaktor,Acc,Plur,,,NOUN,,Sonderfaktoren:2
Sonderfall,Acc,Sing,Masc,,NOUN,,Sonderfall:1
Sonderflug,Acc,Plur,,,NOUN,,Sonderflüge:1
Sonderforschungsbereich,Dat,Sing,Masc,,NOUN,,Sonderforschungsbereich:2
Sondergeld,Acc,Sing,Neut,,NOUN,,Sondergeld:1
Sondergenehmigung,Acc,Sing,Fem,,NOUN,,Sondergenehmigung:3
Sondergenehmigung,Acc,Plur,,,NOUN,,Sondergenehmigungen:1
Sondergipfel,Acc,Sing,Masc,,NOUN,,Sondergipfel:1
Sondergipfel,Dat,Sing,Masc,,NOUN,,Sondergipfel:2
Sonderheft,Dat,Sing,Neut,,NOUN,,Sonderheft:1
Sonderkondition,Dat,Plur,,,NOUN,,Sonderkonditionen:3
Sonderkondition,Acc,Plur,,,NOUN,,Sonderkonditionen:2
Sonderkonjunktur,Acc,Sing,Fem,,NOUN,,Sonderkonjunktur:1
Sonderkonto,Dat,Sing,Neut,,NOUN,,Sonderkonto:1
Sonderkonto,Acc,Sing,Neut,,NOUN,,Sonderkonto:1
Sonderkosten,Dat,Plur,,,NOUN,,Sonderkosten:2
Sonderkosten,Acc,Plur,,,NOUN,,Sonderkosten:1
Sonderkultur,Acc,Sing,Fem,,NOUN,,Sonderkultur:1
Sonderkündigungsrecht,Acc,Sing,Neut,,NOUN,,Sonderkündigungsrecht:2
Sonderlösung,Dat,Sing,Fem,,NOUN,,Sonderlösung:1
Sondermüll,Dat,Sing,Masc,,NOUN,,Sondermüll:1
Sondermüllplatz,Acc,Plur,,,NOUN,,Sondermüllplätze:1
